Company Name,Verticals,Financing Stage,Region,Company Description,Company Highlights,Pitch Deck,Get Connected,Founder Name,View LinkedIn,Pitch Video (if available),View Website,State,Country,Accelerator Program
Modality,"Digital health,Future of work,Healthtech",Seed,United States,"Modality scales infrastructure for paraprofessional mental health workers in order to advance careers and lower overall cost of care for healthcare systems, with paid pilots, LOI from Harvard, and beta product launched co-designed with beta users. ","'- Paid pilots with George Washington University and Massachusetts General Hospital.
- Received National Science Foundation (NSF) iCorps Grant.
- Co-designing with twenty active beta users.",Modality deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/g3wTB1-ghXT8wZR87alGRw/ex_NWa5nEWZK3udkK6n3r-CBfxCr8gmsFN2Mv2ZmSN3Jd2ugcI7kIQ4eBSzFEVQJFeEl1ku405hIGwlk-127VgcwmAU3WicsuXbd3Uqf1db6DlTUryUb5mzdLPYEEo6WMCLQXFi0Bsmp62JQGwcFMQ/Ux-za9GiVtDUuwUs9ay5UPUuw29f3MiGQ_JcEK0t9BA),https://brdg.app/s/507l8u,Laura Vitale,https://www.linkedin.com/in/laura-vitale-87980916/,,www.findmodality.com,Massachusetts,United States,Techstars New York City powered by J.P. Morgan
Aperture Bio,"Artificial intelligence and machine learning,Life sciences,Oncology",Pre-Seed,United States,"Aperture Bio provides a rapid, ultra-sensitive, easy-to-use single cell proteomics solution for researchers and drug developers that need to co-localize protein expression on tumor and immune cells to understand drug response.","'- Recently accepted into Merck’s Digital Sciences Studio—a collaboration between Merck’s Global Innovation Fund, Northpond Ventures, and McKesson Ventures, designed to accelerate innovative technologies for drug discovery and development.
- In active discussion with strategic partners such as microscopy imaging OEMs to co-market Aperture’s assay and analysis services with their state-of-the-hardware to provide integrated, end-to-end services with biopharma.
- Actively enrolling Early Access Program with leading immunology labs interested in customer design partnerships for Aperture’s reagent kits, to prove out edge use cases of the technology.
- In final stage of consideration for NIH grant supporting postdoctoral fellows-turned-entrepreneurs for USD $2.3M.

""1)	Program includes opportunities to pilot technologies in collaboration with scientists at Merck.
2)	
3)	
4)	. """,Aperture Bio_Techstars.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/tEPSXrDxQvbc3Jj5oZ097w/iPPK1z-MmOJgXMXkhEjEFwrLG1JtgKlWedG9ox4JG-hGaDKx0TzrLm_lG8H5mc0L99IGMFVYunAa1xmD-40g91iClTqxaIAfdCE3jl17dPAXjhRub81Oe5_dYevIUcH1WudYyB3aVpEcowhcsL7y_SboMfRyrEim9cHZsQKeoVk/hzgtx18e4bHxIt3_fkc3EGY8JAGdB2wuuR-yNd0JAss),https://brdg.app/s/s9ycwp,Laura Kelley,https://www.linkedin.com/in/lauraekelley,,www.aperture.bio,Massachusetts,United States,Techstars Boston Accelerator
DEV.F,"Edtech,HRtech,Impact investing",Seed,United States,"For Latinxs in the US wanting to transition from low-wage jobs to better paid tech positions, DEV.F offers affordable, live cohort-based tech courses in Spanish which start at $99 USD a month ($1,188 USD total for a 12 month course).
","'- Tech courses (Coding, Data Science, AI, UX, UI) already developed, on a tech platform that integrates Learning, Career Center, and Community, all tailored for Latinos.
- We have served more than 11,000 students in 141 cities across LATAM.
- A $2 million annual revenue business with a clear path to profitability and excellent unit economics.
- After proving to be the best coding bootcamp in Mexico, we completed Techstars and achieved the goal of expanding to the United States to serve the Latinx market in the U.S. (20% of the population).",DECK JAN 2024 - DEV.F.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/14r524Co4dMw_BCWk19e4g/J3OTCryzA3gfJkzd-NU_yce53WQpxu13WuXsLFvwnS7keYQN2laL93rMcAOOf7RG6Jpa_TwHWZgoOvhrpYChdRAL6e-64w3im5F8djsw4fvI6s3zwul9HeoaTh5M8sk4nvD0ik1_Hi1rI6sg13lwy3KGWa2bQW1jJNKITeGg11Q/Ul5vYyg31aNg_JtoBMVEukwoHaWWTJSY7lfClX2K4j8),https://brdg.app/s/zbby98,Elias Shuchleib,https://www.linkedin.com/in/elishuch/,https://fast.wistia.com/embed/medias/gcnf9vilrt,https://new.devf.la/,New York,United States,Techstars Economic Mobility Powered by Samvid Ventures
PopViewers,"Artificial intelligence and machine learning,""Technology, media and telecommunications""",Seed,United States,"PopViewers is a content discovery platform that delivers real-time consumer sentiment to studios, networks, and brands. Think Neilsen for viewer sentiment all powered by a social network. ","'- PopViewers has recently secured an enterprise pilot partnership with Sony Pictures.
- In 2024 usage has increased an average of 10% week after week.
- Partners include Steve Harvey, Joy Reid, Angela Yee.
- Pending partnership with NBCUniversal (Peacock, Universal Films, Bravo), Comcast Xfinity, Netflix, and the Hallmark Channel.",PopViewers Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/WFpj9w1ctvUGxWjVQbcKNA/xfCuviuTVoDU2K-M0hrosUgt8DhsQape_iTxCGPfY3jJVkY1MHXSsylp5BUO6o0aAhUUolrBszrBwv7rPdL-wqJA0LKW3lBvLZiy4Ski0J8sRnXk_dPp1SrfFTdtjNuEJaUyHaOka9envgp7VnTfzQ/MZlK-Bk7_1zZ1nl2MKZZFf7Y4_y5z7j50nG8qY2Dwvg),https://brdg.app/s/rp9j0r,Chris Witherspoon,https://www.linkedin.com/in/chriswitherspoon/,,https://popviewers.com/,New York,United States,Techstars New Orleans powered by J.P. Morgan
Zencey,"Artificial intelligence and machine learning,Digital health,Healthtech",Pre-Seed,Africa,"Zencey provides affordable AI-driven healthcare to the millions of uninsured sub-Saharan Africans. Zencey is post-revenue and partnered with a smartphone company to pre-install its app on their devices in several countries, starting with Senegal. 
","- December 2022: Raised $150k from Plug & Play Techcenter and Hatcher.
- May 2023: MVP launched in Côte d'Ivoire with grassroots campaigns at local pharmacies and limited social media advertising.
- June 2023: Winner of Africa IoT & AI challenge at GITEX Africa in Morocco.
- August 2023: Reached 18k app installs, $20k revenue, 9k AI-driven symptom checks and 1,6k doctor consultations.
- September 2023: Accepted into Techstars and raised $120k.",Zencey - PitchDeck TIV 2.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/pFj78c2BDMx5Nw6yi2sdvw/XR5G-74KR5MeksI8ZeVrG2iHo-2v-g020AdFkSX3fFUmrnqI5klfO3OjLxDRsMwv8xC55mDGqxNnfJb30FPe7btnNhkRysE-ij0aEYBB4pIWe1OBt_nngkM1YajlDIkfFtsL1TAJt2BG2QQ7Uj1sTB1XvpjdoivVQT_XS0G033Q/JqsPvd1nQAhnFB7IFiZhQHUmE-epCDH8rsQQnl1AOjw),https://brdg.app/s/0or7uo,Yaya Mbaoua,https://www.linkedin.com/in/mbaoua/,https://fast.wistia.com/embed/medias/iea88hz781,https://www.zencey.com,,Cote d'Ivoire ,Techstars Chicago powered by J.P. Morgan
Remembrance,"Age Tech,Augmented reality,Pet tech",Pre-Seed,United States,"Remembrance helps people remember the ones they loves using augmented reality memorials. Based on the latest science and psychology (Continuing Bonds Model), our grief tool provides a holistic digital experience to process grief. 

","- Signed 19 channel partner Death Doulas and Hospice staff.
- Successfully tested with 143 people in target audience with 96% saying they are very satisfied or satisfied with the experience.
- Secured top advisors who will intro us to top business in the human and death space.",Remembrance - Investor Deck 1.19.24 v4.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/_G1lyadHhI14BWI5CjWEJw/npPEVz27t_9yACEzeR2OAqKGwfykzcGaFfbSdXj9b_q6Srwug2ej5E9-anea6WXoYHlBZoks5twpKnSdTZ9bfzBAl8RUrtau3E7t2F_Xcy2kA4RTJAdmGdpB31VoRZlbWWESXPIhC5oRDrgKcwavKOcysJuvrD1Zm9k6K7RlrsnE2xIJ7-dZl-EGmGYNimsu/j-4VV5LbSpooKNG24nrBt1qAvvaMYHiUCQFCfSGtzjo),https://brdg.app/s/61413y,Phil Benavides,https://www.linkedin.com/in/philbenavides/,https://fast.wistia.com/embed/medias/89y76s4n00,https://www.Remembranceworld.com,Oregon,United States,Techstars Austin Accelerator
Artistree,"Artificial intelligence and machine learning,Future of work,Gaming",Pre-Seed,United States,"Artistree makes AI detection software to protect gaming and entertainment IP from the new liabilities of generative AI. We onboarded over 50,000 digital creatives, and are advised by prominent gaming lawyers such as the former CLO of Pokemon. ","- Artistree sold over $1M in digital art during the 2023 year, compare to 97k in 2022.
- Demoing our software to Hasbro, Wizards of the Coast end of Jan.
- Added over 700,000 artists to our network via acquisition of artfight.net.
- First pilot with studio that produces for Riot Games, Marvel, and more.",Artistree Deck Jan24 (2).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/zUoQvr9vHyg7jEC-c-Anug/oozbVikEb1JBu_uYKj3nLQ7dGEiBGBShx8Vw_hJymjSrPrnr7cGHubwvMdT2gAfF-AuZH5FKvU-smWjiPcGUcBURYNYHIxPLmCEjXdLafWlJXhHEyNiVxmaVUtGGhaAnGMQqx3ZWUzxBohNerQmmlGMRVa93hgXr0mjknRQxxQ8/qAn2b75AFZEVo4J-PxuwgC25OdarIcHfoHffLu-MCcg),https://brdg.app/s/n77bwu,Ellery Kreloff,https://www.linkedin.com/in/ellery-kreloff/,https://fast.wistia.com/embed/medias/kwk2wh3i9t,https://human.artistree.io,California,United States,Techstars Austin Accelerator
Munivestor ,"Fintech,Impact investing,Web 3.0/Crypto/Blockchain",Pre-Seed,United States,"Munivestor is democratizing the $4T municipal securities market. We empower cities to create, market, and auction their securites directly to investors everywhere. Our process offers more issuer control, greater investor access, and lower costs.
","- Company launched in August 2023 and completed Techstars New Orleans Accelerator in November 2023
- Pre-Seed investment from Techstars allowed us to build a demo platform that is being showcased to several municipalities and other market participants
- Our initial product is under development based on the feedback gained from the demo product. A legal and regulatory review is also in progress to ensure that Munivestor is an institutional grade platform.
- Developed a strategic partnership with Accelerator for America to identify the first 10 municipalities to use Munivestor",Munivestor Company Presentation_November 2023.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/alL5PNMqns6UoIs2Hvn2cQ/03mKkP5qnSuUDtZXauHTR53Obns6m8A96lCI-ZXcadkmSOSJZx0Bjr9MnWgmvOBLRNoWY3DSJn-DLDbQ97oBrA6ItYgL-ru1RRshQd2YWVjtdJcLnoRzuzN3CWZlH6BcgCMpVOe6GzGRmx_bd2Ii29b1VqXA-bNCQWYbEH8kbaYtxkxO07EBKNRoGzHp7Qrg/ZH5xS1yl0DI2LHI4OvtMnTPl4yPLsdVcPZqfQ9sIjjQ),https://brdg.app/s/cwnhcm,Damon Burns,https://www.linkedin.com/in/damon-earl-burns?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app,,www.munivestor.io,Louisiana,United States,Techstars New Orleans powered by J.P. Morgan
Casalist,"Artificial intelligence and machine learning,Future of work,Real estate tech,""Technology, media and telecommunications""",Pre-Seed,United States,"Casalist leverages AI to transform contacts into business opportunities for high-touch sales professionals, initially focusing on real estate agents. 60% of their business comes from referrals, yet they engage only with 5% of their contact base.","- Developed an initial functioning product in 3 weeks.
- 8 active customers, 11 customers to be onboarded. 
- 25 people on our waitlist, with no marketing
- Enriched over 35,000 contacts, generated 400+ outreach messages, and 5 new leads for our customers",Casalist Full Pitch Deck V7.0.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/2mCwd-EPbjmLUh65As4jVQ/K7dP235v97REO4YgIhvOErE7_Z_fsVRyOsFlGMSEWSCmLDoMXxOAfQDZ-A1v93DSRIa2dA_S3Ugl9XHE3r_xa024ZKoqd1_hPyD1s4mw7r5TQLj5IxXuAR5VhAjo9tWktdvP-31jVXWOjoa74UFoq72TTCvnPjXgFql8-0tplz0/AZwdNr18scPUpwzTjdjdTt8cUWSUuwN1VEBZXLSKW4Y),https://brdg.app/s/4q4ntd,Federico Ken Kawashima,https://www.linkedin.com/in/federico-ken-kawashima/,,https://www.casalist.co/,Florida,United States,Techstars Miami powered by J.P. Morgan
Glüxkind Technologies Inc.,"Artificial intelligence and machine learning,Internet of Things,Lifestyles of Health and Sustainability and wellness,Micromobility,Mobility tech,Robotics",Pre-Seed,Canada,Glüxkind builds co-pilots for parents. Starting with award winning AI powered baby strollers that makes strolling effortless while raising the bar of safety. ,"- $10,000,000+ in pre-orders
- Finalizing tooling for first production run targeted for completion in April 2024
- 2023 & 2024 CES Innovation awards
- Multiple large stroller brands are interested in licensing our technology",Gluxkind Deck.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/KBXnxsTEjsHyxL7x2cDn7g/DQN6tk135siWilT_3J25QUCPFiPtijvp5Xk7JJnOlg002j7AUKxUfOm63QfaQe26JWTd7oqBmg-MSjnZjQLWB87-yAU7KCqYgE_KeRLNvIBMd0FJTw53Lx9SE1XWzFLzP2d4KkxtF-_SquvTj3GHdA/5Iievlb6J0xLrZ9Xj9r0WqVks8HhiWq-xwWBEXvZKuI),https://brdg.app/s/3qgwrb,Kevin Huang,https://www.linkedin.com/in/kevinzwhuang/,https://fast.wistia.com/embed/medias/63yar4sw52,https://www.gluxkind.com,,Canada,Techstars Austin Accelerator
dehaze,"Artificial intelligence and machine learning,B2B payments,Big Data,Digital health,Healthtech,Infrastructure,Life sciences",Pre-Seed,Europe,"dehaze pioneers federated learning to build the next-generation patient registry to enable a new era of precision medicine. 13,000 longitudinal multiple sclerosis datasets with >100 different biomarkers. 4x'd MS treatment efficacy prediction.
","- ±13,000 MS datasets acquired from 4 clinical partners in 2 months
- 4x'd the treatment efficacy prediction in multiple sclerosis enabling pharma companies to increase MS revenue by ±50%
- 10,000 MS data set pipeline through word-of-mouth
- 3 advanced pharma negotiations for ACV of $50k-$1M",20240116 dehaze pitch v3.8.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/7JZtBpHQryMIR6m4_RUTEQ/HeQvS4DjHBJ_TQxJgzn8WFX48AWyu0lUejxE1TV3lPleJXh7R0ey8gU6-zzyIw2M7ZGiY6Omgo21LBSLE1GtSmn4REKr26ZphnvgLtBrioUlgCdojajOcYFyOfDxNsUYlhYOmZ_5W9OKMYKnpd-m80kGa2WKeATTnfxeu-0DWNA/n-oOm4ynYjUAMNaL4HSLGWE-rF_eWPFVBU7aM4JIJ2o),https://brdg.app/s/e6e27o,Marius Klages,https://www.linkedin.com/in/marius-klages-96a32b68/,,www.dehaze.de,,Germany,Techstars Berlin Accelerator
Oblio,"Artificial intelligence and machine learning,Edtech",Pre-Seed,United States,"Oblio is improving the university admissions process with an innovative AI tool designed to help admissions officers, faculty, staff, and coaches send hyper-personalized emails, streamline communication, and embrace multilingual inclusivity.","- Launched in June 2023 and already have 9 paying university customers; strong active sales pipeline
- Got accepted into the AWS EdTech Accelerator 
- Incredible Founder-Market-Fit",Oblio Investor Deck v1.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/WxM9ErXQ_6voRHJopxvGFw/Nmoi8QVMWBL_xF8ucjJBoNJjszmus-CgrTE0V_xg31vWBI1Kb7P3EGaKVLDd23wOdekgf7lbXF7y-Q02z38fKOOylnKX3nkE3_mJwTaE577VqXfaA2A25_9Fct02eS3aUZhxRdsXfBjYGTkGYFhAxVjOLcoZ3Ggki0eHQVYhLZw/lJleCsfN8nj7d2DMcd98XdL0MllYkEDcCNj32deIqw4),https://brdg.app/s/0qw10z,Walter Rivera,https://www.linkedin.com/in/riverawalter/,https://fast.wistia.com/embed/medias/wjvy8km10q,https://www.oblio.ai/,Massachusetts,United States,Techstars San Diego powered by San Diego State University
Jelt,"Healthtech,Supply chain technology",Pre-Seed,Latin America,"Jelt is a B2B platform for acquisition and management of medical inventory for health businesses in Latin-America. Since launching in February of 2023, we have over 100k USD in revenue, and served over 1000 businesses.","- Over 110k in revenue in 11 months of operations.
- 40% average mom growth.
- Over 1.000 businesses served.
- 20k revenue last month.",Jelt (11)_removed_compressed (1).pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/ciZgeE-GRWUInzFMLoH4Wg/uMV2mMutrY3HXKMfFQVw8BvjcJk4s8oCkV8AEKaLwGxYKYR8vCFLMz_OBA4PLRX1bIlTCQUHiV4-KMjbt13-UtZn38OX6pyELMUJKJzsejsXA08dBgXU_FscA3eSXyiFr779QViCatgg92CF8IVEFQv6r1dKNS_DMRPkNjC9IM8/wuqtSnVm5nN55L3OI53vPxAXqYBJSN2SiXzM5ZySncg),https://brdg.app/s/zve2ln,Alejandro Nieto,https://www.linkedin.com/in/alejandro-nieto-silva-18670b1a0/,,https://jelt.com.co/,,Colombia,Techstars Future of Ecommerce powered by eBay
Moya Aero,"Drones,Mobility tech",Series A,Latin America,"Moya specializes in manufacturing drones designed for cargo. The company aims to harness the potential of regular, small-scale deliveries in unexplored markets. Its mission is to provide sustainable, affordable and efficient products.","'- Prototype's first flight November 15th 2023 in Brazil.
- FINEP's grant of $2,000,000 USD.
- Building a new and bigger facility to support initial growth.
- Brought onboard highly experienced (more than 15 years in the field) aeronautical leaders.",Moya Aero_3minpitch_ FINAL.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/BGUmTIIw1d48gcnv9qoKSQ/iJLOfak1A5rpc06yU-499w9SaYDUsV0fbuDfPTk8_QrNUBUbyrRxm9oViXei4qWNt26fzSbenb0cp_hHzivbS3mmZCIWft3qKS-6pJEXgvwEnxHySLRpawmr84eQQM3SBqGzmVJOiq6U7ejR6e4jdOMuCVa1KrtSwpIftixk9wM/TwCFc7KsW3ttSx8DRg0dymYkPsRCGMBO5GosTt2zDsY),https://brdg.app/s/p66hsq,Alexandre Zaramela,https://www.linkedin.com/in/alexandre-zaramela-628b651/,https://fast.wistia.com/embed/medias/x6q9jh3hes,https://moyaaero.com/,,Brazil,Techstars Los Angeles powered by J.P. Morgan
immersionED,"Edtech,Gaming",Pre-Seed,United States,immersionED builds realistic history learning video games to increase engagement and ideal for the development of key transferable skills! We’re working with 123 schools and expect to launch to 10k+ schools next school year via our channel partner.,"- In Q4, we grew from 6 to 123 pilot schools.
- In Q4, we generated interest in a pilot from 94% of 4,200+ surveyed schools. Survey was run through the Gilder Lehrman Institute.
- In Q4, we finished developing new American Revolution learning game series that won the Midwest Game Developer Art Contest.
- In Q4, we secured partnership with channel partner Gilder Lehrman Institute to distribute in August our American Revolution learning game series to their 35k+ affiliate schools. We will fully own customer relationships and all revenue once connected with schools and simply pay Gilder a $15k lump sum up front.",immersionED Pitch Deck_vSend.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/hy4kHwUzbZ8CePqNdJgFFA/ob5ANA8u9IxCUh04Lb9Ry77MW5Z9iynCTZH2jhYkfBAa6oVx60nDkzIGrCQB5ezRluH72vpJCvK9zPfQ_miiXurdvaiVDIW5wzmKhf-nfhyF2TLWJBITioSD5veTjTM-aYIEmX4h27QLhDLRL46yM2F66fCczpNQ5K9Svo2Nf1k/8Cv_YGn8dJyaW4oluHtTGs0QOmRMG82Z17FywYcnVEk),https://brdg.app/s/snx9n1,Chad Wilson,https://www.linkedin.com/in/chad-wilson-87883368/,https://fast.wistia.com/embed/medias/uw2zlbxai4,https://www.immersionED.org,Illinois,United States,Techstars Chicago Accelerator
Sol,"Artificial intelligence and machine learning,Marketing tech,""Technology, media and telecommunications""",Pre-Seed,United States,"Sol.ai enables businesses to have a continuous, relevant presence on social media platforms in a scalable and affordable way, by transforming text, blog posts, and newsletters into commercial TikToks, sharable video, and podcast content. ","- 5 LOIs in 5 weeks of launched, bringing 180k to the sales pipeline for Q2 2024
- Founders bootstrapped to 1.5M with previous business
- Achieved 30% MoM growth for a consumer app by using the technology developed
- Undergoing contract with first 3 clients, including Techstars Media & Marketing Team",Sol - Supercharge your online presence.pdf (https://v5.airtableusercontent.com/v3/u/25/25/1708120800000/ZNckNQ7Khd-jXOTvUN1kdA/_M_9s5lKzYlGqFMgwKCsxsjs2aS7zGHjhv7YHEKNyF7iRqMmSMcjX4_HoggwUyw23ser8EFSjq1WyPM0bgkD1vISkLgNggKaD5AEGRc57fCF5MHrL-rcXa-B8MY_getthx-sz0kiXlZt6sak5sQaB70Tlob8FzEEEPCwn3VVfyEH4qeKvxBnpmVGc-auKThZ/SpMKMjBP2GNIkc_0Oxh0b8nK_K091Gb0OGqN2mRB810),https://brdg.app/s/qhryzc,Daniela Vianna,https://www.linkedin.com/in/viannadaniela/,,https://www.Sol.ai,North Carolina,United States,Techstars New York City powered by J.P. Morgan
